Order,Family,Genus,Species
Lepidoptera,Erebidae,Hyalurga,sora
Lepidoptera,Erebidae,Hyalurga,NA
Hemiptera,Alydidae,Hyalymenus,NA
Coleoptera,Curculionidae,Hybreoleptops,tuberculifer
Hymenoptera,Colletidae,Hylaeus,NA
Coleoptera,Scarabaeidae,Hylamorpha,elegans
Coleoptera,Curculionidae,Hylastes,ater
Coleoptera,Curculionidae,Hylastes,linearis
Coleoptera,Curculionidae,Hylastes,NA
Diptera,Anthomyiidae,Hylemya,NA
Lepidoptera,Saturniidae,Hylesia,NA
Coleoptera,Curculionidae,Hylesinus,oleiperda
Coleoptera,Curculionidae,Hylesinus,NA
Coleoptera,Curculionidae,Hylesinus,toranio
Coleoptera,Curculionidae,Hylobius,abietis
Coleoptera,Curculionidae,Hylobius,NA
Coleoptera,Curculionidae,Hylurgops,palliatus
Coleoptera,Curculionidae,Hylurgops,NA
Coleoptera,Curculionidae,Hylurgus,ligniperda
Coleoptera,Curculionidae,Hylurgus,NA
Lepidoptera,Crambidae,Hymenia,NA
Lepidoptera,Pyralidae,Hypargyria,NA
Lepidoptera,Coleophoridae,Hypatopa,NA
Lepidoptera,Erebidae,Hypena,cachialis
Lepidoptera,Erebidae,Hypena,NA
Lepidoptera,Erebidae,Hypena,variabilis
Coleoptera,Curculionidae,Hypera,NA
Lepidoptera,Erebidae,Hypercompe,orbiculata
Lepidoptera,Erebidae,Hypercompe,NA
Coleoptera,Curculionidae,Hyperodes,NA
Hemiptera,Aphididae,Hyperomyzus,NA
Lepidoptera,Erebidae,Hyphantria,NA
Coleoptera,Curculionidae,Hyphantus,NA
Coleoptera,Scarabaeidae,Hyplopyga,NA
Coleoptera,Curculionidae,Hypoborus,ficus
Coleoptera,Curculionidae,Hypoborus,NA
Lepidoptera,Erebidae,Hypocala,NA
Coleoptera,Curculionidae,Hypocoeliodes,NA
Coleoptera,Curculionidae,Hypocryphalus,mangiferae
Coleoptera,Curculionidae,Hypocryphalus,NA
Hemiptera,Pseudococcidae,Hypogeococcus,othnius
Hemiptera,Pseudococcidae,Hypogeococcus,pungens
Hemiptera,Pseudococcidae,Hypogeococcus,NA
Coleoptera,Chrysomelidae,Hypolampsis,NA
Coleoptera,Curculionidae,Hypothenemus,hampei
Coleoptera,Curculionidae,Hypothenemus,opacus
Coleoptera,Curculionidae,Hypothenemus,NA
Hemiptera,Coreidae,Hypselonotus,NA
Lepidoptera,Pyralidae,Hypsipyla,ferrealis
Lepidoptera,Pyralidae,Hypsipyla,NA
Coleoptera,Curculionidae,Hypurus,NA
Lepidoptera,Noctuidae,Hyssia,adusta
Hemiptera,Margarodidae,Icerya,aegyptiaca
Hemiptera,Margarodidae,Icerya,genistae
Hemiptera,Margarodidae,Icerya,pulchra
Hemiptera,Margarodidae,Icerya,seychellarum
Hemiptera,Margarodidae,Icerya,NA
Lepidoptera,Geometridae,Idaea,NA
Lepidoptera,Erebidae,Idalus,aleteria
Lepidoptera,Erebidae,Idalus,NA
Lepidoptera,Erebidae,Idia,NA
Hemiptera,Cicadellidae,Idiocerus,NA
Hemiptera,Miridae,Ilnacora,NA
Lepidoptera,Nymphalidae,Inachis,io
Lepidoptera,Incurvariidae,NA,NA
Hemiptera,Coccidae,Inglisia,vitrea
Hemiptera,Ortheziidae,Insignorthezia,NA
Coleoptera,Curculionidae,Ips,acuminatus
Coleoptera,Curculionidae,Ips,cembrae
Coleoptera,Curculionidae,Ips,erosus
Coleoptera,Curculionidae,Ips,mannsfeldi
Coleoptera,Curculionidae,Ips,sexdentatus
Coleoptera,Curculionidae,Ips,NA
Coleoptera,Curculionidae,Ips,typographus
Hymenoptera,Cynipidae,Iraella,ionescui
Coleoptera,Curculionidae,Irenimus,aequalis
Coleoptera,Curculionidae,Irenimus,compressus
Coleoptera,Curculionidae,Irenimus,NA
Coleoptera,Cerambycidae,Ischionodonta,pustulosa
Hemiptera,Diaspididae,Ischnaspis,NA
Coleoptera,Chrysomelidae,Ischnocodia,annulus
Hemiptera,Blissidae,Ischnodemus,quadratus
Hemiptera,Blissidae,Ischnodemus,sabuleti
Hemiptera,Blissidae,Ischnodemus,NA
Hemiptera,Blissidae,Ischnodemus,stalii
Hemiptera,Blissidae,Ischnodemus,variegatus
Hemiptera,Lygaeidae,Isnodemus,NA
Coleoptera,Scarabaeidae,Isonychus,NA
Coleoptera,Curculionidae,Isorhinus,depressus
Coleoptera,Curculionidae,Isorhinus,NA
Coleoptera,Curculionidae,Isorhinus,undatus
Coleoptera,Curculionidae,Isorhynchus,NA
Coleoptera,Chrysomelidae,Isotes,mexicana
Coleoptera,Chrysomelidae,Isotes,multipunctata
Hemiptera,Issidae,NA,NA
Hemiptera,Miridae,Itacoris,NA
Hemiptera,Rhopalidae,Jadera,sanguinolenta
Hemiptera,Rhopalidae,Jadera,NA
Hemiptera,Berytidae,Jalysus,albidus
Hemiptera,Berytidae,Jalysus,sobrinus
Hemiptera,Berytidae,Jalysus,NA
Hemiptera,Delphacidae,Javesella,pellucida
Hemiptera,Miridae,Jobertus,NA
Hemiptera,Cicadellidae,Joruma,krausi
Coleoptera,Cerambycidae,Juiaparus,batus
Hemiptera,Pentatomidae,Kalkadoona,pallida
Hemiptera,Tropiduchidae,Kallitaxila,granulata
Lepidoptera,Gelechiidae,Keiferia,NA
Hemiptera,Miridae,Keltonia,NA
Hemiptera,Pseudococcidae,Kermicus,NA
Hemiptera,Pseudococcidae,Kermicus,wroughtoni
Hemiptera,Issidae,Kervillea,conspurcata
Hemiptera,Coccidae,Kilifia,deltoides
Hemiptera,Coccidae,Kilifia,NA
Hemiptera,Lygaeidae,Kleidocerys,denticollis
Hemiptera,Lygaeidae,Kleidocerys,ericae
Hemiptera,Lygaeidae,Kleidocerys,NA
Hemiptera,Lygaeidae,Kleidocerys,truncatulus
Hemiptera,Rhyparochromidae,Kolenetrus,NA
Coleoptera,Chrysomelidae,Kuschelina,decorata
Coleoptera,Chrysomelidae,Kuschelina,NA
Hemiptera,Diaspididae,Kuwanaspis,NA
Hemiptera,Cicadellidae,Kybos,populi
Coleoptera,Chrysomelidae,Kytorhinus,NA
Coleoptera,Chrysomelidae,Lacaptica,NA
Coleoptera,Chrysomelidae,Laccoptera,NA
Coleoptera,Curculionidae,Lachnopus,curvipes
Coleoptera,Curculionidae,Lachnopus,NA
Lepidoptera,Noctuidae,Lacinipolia,NA
Coleoptera,Elateridae,Lacon,NA
Coleoptera,Chrysomelidae,Lacpatica,NA
Coleoptera,Cerambycidae,Lagocheirus,araneiformis
Coleoptera,Cerambycidae,Lagocheirus,simplicicornis
Coleoptera,Cerambycidae,Lagocheirus,NA
Coleoptera,Tenebrionidae,Lagria,NA
Coleoptera,Tenebrionidae,Lagria,villosa
Hemiptera,Miridae,Lampethusa,NA
Lepidoptera,Lycaenidae,Lampides,boeticus
Lepidoptera,Cossidae,Langsdorfia,lunifera
Lepidoptera,Cossidae,Langsdorfia,NA
Hemiptera,Delphacidae,Laodelphax,striatella
Lepidoptera,Sphingidae,Laothoe,populi
Hemiptera,Largidae,NA,NA
Hemiptera,Largidae,Largus,maculiventris
Hemiptera,Largidae,Largus,NA
Coleoptera,Curculionidae,Larinus,cynarae
Coleoptera,Curculionidae,Larinus,latus
Coleoptera,Curculionidae,Larinus,onopordi
Coleoptera,Curculionidae,Larinus,NA
Coleoptera,Curculionidae,Larinus,turbinatus
Hemiptera,Tingidae,Lasiacantha,hedenborgii
Hemiptera,Tingidae,Lasiacantha,NA
Lepidoptera,Lasiocampidae,NA,NA
Hymenoptera,Halictidae,Lasioglossum (dialictus),NA
Hymenoptera,Halictidae,Lasioglossum (lasioglossum),NA
Hymenoptera,Halictidae,Lasioglossum,NA
Diptera,Cecidomyiidae,Lasioptera,NA
Hemiptera,Rhyparochromidae,Lasiosomus,lasiosomoides
Hemiptera,Rhyparochromidae,Lasiosomus,NA
Lepidoptera,Tortricidae,Lasiothyris,luminosa
Lepidoptera,Tortricidae,Lasiothyris,NA
Lepidoptera,Tortricidae,Laspeyresia,NA
Hemiptera,Lygaeidae,Latochrimnus,NA
Hemiptera,Lygaeidae,Latochrimnus,vittiscutis
Hemiptera,Cicadellidae,Latusagallia,nigricans
Hemiptera,Coccidae,Lecanium,NA
Coleoptera,Curculionidae,Lechriops,NA
Hemiptera,Cydnidae,Legnotus,limbosus
Hemiptera,Cydnidae,Legnotus,picipes
Lepidoptera,Tortricidae,Leguminivora,glycinivorella
Coleoptera,Cerambycidae,Leiopus,NA
Coleoptera,Chrysomelidae,Lema,confusa
Coleoptera,Chrysomelidae,Lema,mexicana
Coleoptera,Chrysomelidae,Lema,NA
Coleoptera,Curculionidae,Lembodes,NA
Hemiptera,Diaspididae,Leonardianna,pimentae
Hemiptera,Diaspididae,Leonardianna,NA
Coleoptera,Scarabaeidae,Lepidiota,NA
Hemiptera,Diaspididae,Lepidosaphes,chinensis
Hemiptera,Diaspididae,Lepidosaphes,cornuta
Hemiptera,Diaspididae,Lepidosaphes,flava
Hemiptera,Diaspididae,Lepidosaphes,laterochitinosa
Hemiptera,Diaspididae,Lepidosaphes,malicola
Hemiptera,Diaspididae,Lepidosaphes,pallidula
Hemiptera,Diaspididae,Lepidosaphes,pini
Hemiptera,Diaspididae,Lepidosaphes,pistaciae
Hemiptera,Diaspididae,Lepidosaphes,rubrovittata
Hemiptera,Diaspididae,Lepidosaphes,similis
Hemiptera,Diaspididae,Lepidosaphes,smilacis
Hemiptera,Diaspididae,Lepidosaphes,NA
Hemiptera,Diaspididae,Lepidosaphes,tapleyi
Hemiptera,Diaspididae,Lepidosaphes,tokionis
Hemiptera,Diaspididae,Lepidosaphes,tubulorum
Coleoptera,Chrysomelidae,Leptinotarsa,NA
Coleoptera,Chrysomelidae,Leptinotarsa,tlascalana
Hemiptera,Tingidae,Leptobyrsa,NA
Hemiptera,Pseudococcidae,Leptococcus,neotropicus
Coleoptera,Cerambycidae,Leptocometes,NA
Hemiptera,Alydidae,Leptocorisa,acuta
Hemiptera,Alydidae,Leptocorisa,NA
Hemiptera,Diaspididae,Leptodiaspis,NA
Hemiptera,Tingidae,Leptodictya,NA
Hemiptera,Coreidae,Leptoglossus,chiliensis
Hemiptera,Coreidae,Leptoglossus,NA
Hemiptera,Tingidae,Leptopharsa,machalana
Hemiptera,Tingidae,Leptopharsa,ovantis
Hemiptera,Tingidae,Leptopharsa,NA
Lepidoptera,Pieridae,Leptophobia,airpa
Coleoptera,Cerambycidae,Leptostylopsis,antillarum
Coleoptera,Cerambycidae,Leptostylopsis,incrassatus
Coleoptera,Cerambycidae,Leptostylus,assimilis
Coleoptera,Cerambycidae,Leptostylus,NA
Hemiptera,Tingidae,Leptoypha,anceps
Hemiptera,Tingidae,Leptoypha,NA
Coleoptera,Cerambycidae,Lepturges,NA
Hemiptera,Aphrophoridae,Lepyronia,NA
Coleoptera,Curculionidae,Leschenius,NA
Coleoptera,Curculionidae,Leschenius,vulcanorum
Lepidoptera,Erebidae,Lesmone,NA
Hemiptera,Rhyparochromidae,Lethaeus,NA
Lepidoptera,Erebidae,Letis,hercyna
Lepidoptera,Erebidae,Letis,magna
Lepidoptera,Erebidae,Letis,NA
Lepidoptera,Saturniidae,Leucanella,comtempta
Lepidoptera,Noctuidae,Leucania,cinereicollis
Lepidoptera,Noctuidae,Leucania,inconspicua
Lepidoptera,Noctuidae,Leucania,loreyi
Lepidoptera,Noctuidae,Leucania,microsticha
Lepidoptera,Noctuidae,Leucania,putrescens
Lepidoptera,Noctuidae,Leucania,NA
Lepidoptera,Noctuidae,Leucania,stenographa
Lepidoptera,Noctuidae,Leucania,striguscula
Lepidoptera,Noctuidae,Leucania,tritonia
Hemiptera,Diaspididae,Leucaspis,lowi
Hemiptera,Diaspididae,Leucaspis,pini
Hemiptera,Diaspididae,Leucaspis,pusilla
Hemiptera,Diaspididae,Leucaspis,riccae
Hemiptera,Diaspididae,Leucaspis,NA
Lepidoptera,Crambidae,Leucinodes,orbonalis
Lepidoptera,Crambidae,Leucinodes,NA
Lepidoptera,Lyonetiidae,Leucoptera,malifoliella
Lepidoptera,Lyonetiidae,Leucoptera,NA
Coleoptera,Scarabaeidae,Leucothyreus,NA
Coleoptera,Chrysomelidae,Lexiphanes,NA
Lepidoptera,Noctuidae,Lichnoptera,illudens
Hemiptera,Coccidae,Lichtensia,NA
Hemiptera,Coccidae,Lichtensia,viburni
Coleoptera,Curculionidae,Lignyodes,NA
Hemiptera,Rhyparochromidae,Ligyrocoris,NA
Coleoptera,Chrysomelidae,Lilioceris,lilii
Coleoptera,Chrysomelidae,Lilioceris,NA
Lepidoptera,Limacodidae,NA,NA
Coleoptera,Curculionidae,Limnobaris,calandriformis
Coleoptera,Curculionidae,Limnobaris,NA
Coleoptera,Elateridae,Limonius,NA
Coleoptera,Chrysomelidae,Linaeidea,quadrilineata
Hemiptera,Diaspididae,Lindingaspis,greeni
Hemiptera,Diaspididae,Lindingaspis,greenii
Hemiptera,Diaspididae,Lindingaspis,misrae
Hemiptera,Diaspididae,Lindingaspis,musae
Hemiptera,Diaspididae,Lindingaspis,picea
Hemiptera,Diaspididae,Lindingaspis,NA
Hemiptera,Diaspididae,Lindingaspis,tingi
Hemiptera,Diaspididae,Lindingaspis,williamsi
Lepidoptera,Crambidae,Lineodes,NA
Coleoptera,Curculionidae,Linogeraeus,lentiginosus
Coleoptera,Curculionidae,Linogeraeus,NA
Hemiptera,Miridae,Liocoris,tripustulatus
Coleoptera,Scarabaeidae,Liogenys,macropelma
Coleoptera,Scarabaeidae,Liogenys,quadridens
Coleoptera,Scarabaeidae,Liogenys,NA
Hemiptera,Rhopalidae,Liorhyssus,lineativentris
Hemiptera,Rhopalidae,Liorhyssus,NA
Lepidoptera,Psychidae,Liothula,omnivorus
Hemiptera,Rhyparochromidae,Lipostemmata,NA
Diptera,Agromyzidae,Liriomyza,bryoniae
Diptera,Agromyzidae,Liriomyza,huidobrensis
Diptera,Agromyzidae,Liriomyza,NA
Coleoptera,Erirhinidae,Lissorhoptrus,mexicanus
Coleoptera,Erirhinidae,Lissorhoptrus,NA
Coleoptera,Curculionidae,Listroderes,NA
Coleoptera,Curculionidae,Listronotus,NA
Coleoptera,Chrysomelidae,Lithraeus,egenus
Coleoptera,Chrysomelidae,Lithraeus,pyrrhomelas
Coleoptera,Chrysomelidae,Lithraeus,NA
Lepidoptera,Erebidae,Litoprosopus,NA
Coleoptera,Curculionidae,Litostylus,NA
Hemiptera,Liviidae,Livia,NA
Hemiptera,Liviidae,NA,NA
Hemiptera,Psyllidae,Livilla,NA
Coleoptera,Curculionidae,Lixus (compsolixus),NA
Coleoptera,Curculionidae,Lixus,albomarginatus
Coleoptera,Curculionidae,Lixus,algirus
Coleoptera,Curculionidae,Lixus,anguinus
Coleoptera,Curculionidae,Lixus,apterus
Coleoptera,Curculionidae,Lixus,cardui
Coleoptera,Curculionidae,Lixus,elongatus
Coleoptera,Curculionidae,Lixus,junci
Coleoptera,Curculionidae,Lixus,mastersi
Coleoptera,Curculionidae,Lixus,nubilosus
Coleoptera,Curculionidae,Lixus,ochraceus
Coleoptera,Curculionidae,Lixus,NA
Hemiptera,Monophlebidae,Llaveia,mexicanorum
Hemiptera,Margarodidae,Llaveiella,NA
Hemiptera,Margarodidae,NA,NA
Lepidoptera,Tortricidae,Lobesia,botrana
Lepidoptera,Tortricidae,Lobesia,NA
Coleoptera,Tenebrionidae,Lobometopon,guatemalense
Coleoptera,Tenebrionidae,Lobometopon,metallicum
Coleoptera,Tenebrionidae,Lobometopon,NA
Diptera,Lonchaeidae,NA,NA
Coleoptera,Chrysomelidae,Longitarsus,fulginosus
Coleoptera,Chrysomelidae,Longitarsus,parvulus
Coleoptera,Chrysomelidae,Longitarsus,NA
Diptera,Cecidomyiidae,Lopesia,NA
Lepidoptera,Erebidae,Lophocampa,NA
Hemiptera,Diaspididae,Lopholeucaspis,NA
Lepidoptera,Noctuidae,Lophophora,NA
Coleoptera,Cerambycidae,Lophopoeum,NA
Hemiptera,Miridae,Lopidea,NA
Lepidoptera,Tortricidae,Lorita,NA
Hemiptera,Pentatomidae,Loxa,NA
Hemiptera,Pentatomidae,Loxa,virescens
Lepidoptera,Crambidae,Loxomorpha,NA
Coleoptera,Chrysomelidae,Loxoprosopus,NA
Lepidoptera,Crambidae,Loxostege,affinitalis
Lepidoptera,Crambidae,Loxostege,NA
Coleoptera,Chrysomelidae,Luperosoma,NA
Coleoptera,Chrysomelidae,Luperus,NA
Lepidoptera,Lycaenidae,NA,NA
Hemiptera,Fulgoridae,Lycorma,delicatula
Coleoptera,Bostrichidae,Lyctus,africanus
Coleoptera,Bostrichidae,Lyctus,discedens
Coleoptera,Bostrichidae,Lyctus,simplex
Coleoptera,Bostrichidae,Lyctus,sinensis
Coleoptera,Bostrichidae,Lyctus,NA
Hemiptera,Lygaeidae,NA,NA
Hemiptera,Lygaeidae,Lygaeinae,NA
Hemiptera,Lygaeidae,Lygaeosoma,sardeum
Hemiptera,Lygaeidae,Lygaeosoma,NA
Hemiptera,Lygaeidae,Lygaeospilus,NA
Hemiptera,Lygaeidae,Lygaeus,alboornatus
Hemiptera,Lygaeidae,Lygaeus,analis
Hemiptera,Lygaeidae,Lygaeus,equestris
Hemiptera,Lygaeidae,Lygaeus,NA
Hemiptera,Miridae,Lygocoris,NA
Hemiptera,Miridae,Lygus,gemellatus
Hemiptera,Miridae,Lygus,pratensis
Hemiptera,Miridae,Lygus,NA
Lepidoptera,Erebidae,Lymantria,dispar
Lepidoptera,Erebidae,Lymantria,NA
Lepidoptera,Erebidae,Lymantria,xylina
Lepidoptera,Lymantriidae,NA,NA
Lepidoptera,Lyonetiidae,NA,NA
Coleoptera,Tenebrionidae,Lyprops,NA
Coleoptera,Chrysomelidae,Lysathia,NA
Coleoptera,Meloidae,Lytta,NA
Hemiptera,Rhopalidae,Maccevethus,caucasicus
Hemiptera,Rhopalidae,Maccevethus,errans
Hemiptera,Blissidae,Macchiademus,angustatus
Hemiptera,Blissidae,Macchiademus,capensis
Hemiptera,Blissidae,Macchiademus,diplopterus
Hemiptera,Pseudococcidae,Maconellicoccus,hirsutus
Hemiptera,Pseudococcidae,Maconellicoccus,multipori
Hemiptera,Pseudococcidae,Maconellicoccus,ramchensis
Hemiptera,Pseudococcidae,Maconellicoccus,NA
Lepidoptera,Erebidae,Macrocneme,NA
Coleoptera,Curculionidae,Macrocopturus,cribricollis
Coleoptera,Scarabaeidae,Macrodactylini,NA
Coleoptera,Scarabaeidae,Macrodactylus,lineatus
Coleoptera,Scarabaeidae,Macrodactylus,mexicanus
Coleoptera,Scarabaeidae,Macrodactylus,NA
Lepidoptera,Sphingidae,Macroglossum,stellatarum
Coleoptera,Chrysomelidae,Macrohaltica,NA
Hemiptera,Homotomidae,Macrohomotoma,gladiata
Hemiptera,Miridae,Macrolophus,aureus
Hemiptera,Miridae,Macrolophus,caliginosus
Hemiptera,Miridae,Macrolophus,melanotoma
Hemiptera,Miridae,Macrolophus,praeclarus
Hemiptera,Miridae,Macrolophus,pygmaeus
Hemiptera,Miridae,Macrolophus,NA
Hemiptera,Oxycarenidae,Macroplax,fasciata
Hemiptera,Oxycarenidae,Macroplax,NA
Lepidoptera,Limacodidae,Macroplectra,nararia
Hemiptera,Cicadellidae,Macropsis,NA
Hemiptera,Oxycarenidae,Macropternella,NA
Hemiptera,Pentatomidae,Macropygium,reticulare
Hemiptera,Pentatomidae,Macropygium,NA
Coleoptera,Curculionidae,Macrorhoptus,NA
Coleoptera,Curculionidae,Macroscytalus,NA
Hemiptera,Cydnidae,Macroscytus,brunneus
Hemiptera,Cydnidae,Macroscytus,japonensis
Hemiptera,Cydnidae,Macroscytus,NA
Hemiptera,Aphididae,Macrosiphoniella,NA
Hemiptera,Aphididae,Macrosiphum,hellibori
Hemiptera,Aphididae,Macrosiphum,NA
Hemiptera,Cicadellidae,Macrosteles,NA
Hemiptera,Tingidae,Macrotingis,novicis
Hemiptera,Cicadellidae,Macunolla,ventralis
Coleoptera,Curculionidae,Madarellus,NA
Coleoptera,Curculionidae,Madarus,NA
Coleoptera,Curculionidae,Maemactes,imitator
Coleoptera,Curculionidae,Maemactes,NA
Hemiptera,Cercopidae,Mahanarva,mura
Coleoptera,Cerambycidae,Malacopterus,NA
Coleoptera,Chrysomelidae,Malacorhinus,irregularis
Coleoptera,Chrysomelidae,Malacorhinus,NA
Lepidoptera,Lasiocampidae,Malacosoma,NA
Coleoptera,Scarabaeidae,Maladera,NA
Hemiptera,Rhyparochromidae,Malezonotus,NA
Coleoptera,Cerambycidae,Malobidion,grande
Coleoptera,Apionidae,Malvapion,malvae
Coleoptera,Apionidae,Malvapion,NA
Lepidoptera,Noctuidae,Mamestra,brassicae
Lepidoptera,Noctuidae,Mamestra,NA
Lepidoptera,Sphingidae,Manduca,NA
Coleoptera,Scarabaeidae,Manopus,NA
Lepidoptera,Crambidae,Marasmia,NA
Lepidoptera,Crambidae,Marasmia,trapezalis
Hemiptera,Margarodidae,Margarodes,NA
Lepidoptera,Gracillariidae,Marmara,NA
Coleoptera,Curculionidae,Marshallius,NA
Hemiptera,Coccidae,Marsipococcus,proteae
Hemiptera,Coccidae,Marsipococcus,NA
Lepidoptera,Crambidae,Maruca,vitrata
Hemiptera,Aleyrodidae,Massiliereudes,sakaki
Hemiptera,Aleyrodidae,Massilieurodes,kirishimensis
Hemiptera,Aleyrodidae,Massilieurodes,NA
Hemiptera,Cicadellidae,Matsumuratettix,hiroglyphicus
Coleoptera,Curculionidae,Maurobaris,spoliata
Coleoptera,Curculionidae,Mecaspis,alternans
Hemiptera,Pentatomidae,Mecidea,NA
Coleoptera,Curculionidae,Mecinus,circulatus
Coleoptera,Curculionidae,Mecinus,NA
Coleoptera,Cerambycidae,Mecometopus,NA
Coleoptera,Scarabaeidae,Mecynorrhina,ugandensis
Coleoptera,Chrysomelidae,Medythia,NA
Coleoptera,Chrysomelidae,Megabruchidius,tonkineus
Coleoptera,Chrysomelidae,Megacerus,capreolus
Coleoptera,Chrysomelidae,Megacerus,NA
Hymenoptera,Megachilidae,Megachile,NA
Hymenoptera,Megachilidae,NA,NA
Coleoptera,Cerambycidae,Megacyllene,NA
Hemiptera,Rhyparochromidae,Megalonotus,chiragrus
Hemiptera,Rhyparochromidae,Megalonotus,NA
Lepidoptera,Megalopygidae,Megalopyge,NA
Lepidoptera,Megalopygidae,NA,NA
Coleoptera,Chrysomelidae,Megalostomis,NA
Coleoptera,Curculionidae,Megalostylus,NA
Coleoptera,Chrysomelidae,Meganeltumius,juani
Coleoptera,Elateridae,Megapenthes,NA
Coleoptera,Curculionidae,Megaplatypus,mutatus
Coleoptera,Curculionidae,Megaplatypus,NA
Hemiptera,Coccidae,Megapulvinaria,maxima
Coleoptera,Chrysomelidae,Megascelis,NA
Coleoptera,Chrysomelidae,Megasennius,muricatus
Coleoptera,Scarabaeidae,Megasoma,elephas
Lepidoptera,Crambidae,Megastes,NA
Hymenoptera,Torymidae,Megastigmus,pistaciae
Hymenoptera,Torymidae,Megastigmus,NA
Hymenoptera,Torymidae,Megastigmus,suspectus pinsapinis
Lepidoptera,Megathymidae,NA,NA
Hemiptera,Dinidoridae,Megymenum,brevicorne
Coleoptera,Chrysomelidae,Meibomeus,apicicornis
Coleoptera,Chrysomelidae,Meibomeus,NA
Hemiptera,Lygaeidae,Melacoryphus,rubriger
Hemiptera,Lygaeidae,Melacoryphus,NA
Coleoptera,Bostrichidae,Melalgus,exesus
Coleoptera,Bostrichidae,Melalgus,gonagrus
Coleoptera,Bostrichidae,Melalgus,plicatus
Coleoptera,Bostrichidae,Melalgus,NA
Hemiptera,Cydnidae,Melanaethus,NA
Hemiptera,Cydnidae,Melanaethus,spinolai
Diptera,Agromyzidae,Melanagromyza,obtusa
Diptera,Agromyzidae,Melanagromyza,NA
Hemiptera,Diaspididae,Melanaspis,calura
Hemiptera,Diaspididae,Melanaspis,glomerata
Hemiptera,Diaspididae,Melanaspis,inopinata
Hemiptera,Diaspididae,Melanaspis,odontoglossi
Hemiptera,Diaspididae,Melanaspis,NA
Hemiptera,Diaspididae,Melanaspis,squamea
Hemiptera,Lygaeidae,Melanocoryphus,albomaculatus
Hemiptera,Lygaeidae,Melanocoryphus,NA
Lepidoptera,Geometridae,Melanolophia,NA
Coleoptera,Buprestidae,Melanophila,cuspidata
Coleoptera,Buprestidae,Melanophila,NA
Hemiptera,Lygaeidae,Melanopleurus,NA
Hemiptera,Lygaeidae,Melanotelus,villosulus
Hemiptera,Miridae,Melanotrichus,NA
Coleoptera,Elateridae,Melanotus,NA
Coleoptera,Curculionidae,Melexerus,hispidus
Lepidoptera,Erebidae,Melipotis,NA
Lepidoptera,Erebidae,Melipotis,walkeri
Lepidoptera,Pyralidae,Melitara,NA
Lepidoptera,Sesiidae,Melittia,pulchripes
Lepidoptera,Sesiidae,Melittia,NA
Coleoptera,Meloidae,NA,NA
Coleoptera,Scarabaeidae,Melolontha,NA
Hemiptera,Membracidae,NA,NA
Hemiptera,Membracidae,Membracis,dorsata
Hemiptera,Membracidae,Membracis,mexicana
Hemiptera,Membracidae,Membracis,NA
Lepidoptera,Carposinidae,Meridarchis,scyrodes
Lepidoptera,Carposinidae,Meridarchis,NA
Coleoptera,Elateridae,Meristhus,NA
Coleoptera,Chrysomelidae,Merobruchus,paquetae
Coleoptera,Chrysomelidae,Merobruchus,NA
Coleoptera,Curculionidae,Merocnemus,binotatus
Coleoptera,Curculionidae,Merocnemus,NA
Diptera,Syrphidae,Merodon,NA
Diptera,Chloropidae,Meromyza,NA
Coleoptera,Curculionidae,Merus,NA
Coleoptera,Dryophthoridae,Mesocordylus,dispersus
Coleoptera,Dryophthoridae,Mesocordylus,scutellaris
Hemiptera,Coccidae,Mesolecanium,NA
Coleoptera,Tenebrionidae,Mesomorphus,NA
Coleoptera,Tenebrionidae,Mesomorphus,villiger
Coleoptera,Cerambycidae,Mesosa,curculionoides
Coleoptera,Cerambycidae,Mesosa,NA
Coleoptera,Bostrichidae,Mesoxylion,collaris
Coleoptera,Bostrichidae,Mesoxylion,NA
Hymenoptera,Formicidae,Messor,NA
Hemiptera,Berytidae,Metacanthus,meridionalis
Hemiptera,Berytidae,Metacanthus,NA
Coleoptera,Chrysomelidae,Metachroma,NA
Hemiptera,Aleyrodidae,Metaleurodicus,cardini
Hemiptera,Aleyrodidae,Metaleurodicus,griseus
Hemiptera,Aleyrodidae,Metaleurodicus,minimus
Hemiptera,Aleyrodidae,Metaleurodicus,NA
Hemiptera,Cicadellidae,Metalimnus,formosus
Coleoptera,Curculionidae,Metamasius,cerasinus
Coleoptera,Curculionidae,Metamasius,dimidiatipennis
Coleoptera,Curculionidae,Metamasius,distortus
Coleoptera,Curculionidae,Metamasius,ensirostris
Coleoptera,Curculionidae,Metamasius,hebetatus
Coleoptera,Curculionidae,Metamasius,hemipterus
Coleoptera,Curculionidae,Metamasius,quadrilineatus
Coleoptera,Curculionidae,Metamasius,NA
Coleoptera,Curculionidae,Metamasius,submaculatus
Hemiptera,Membracidae,Metcalfiella,jaramillorum
Hemiptera,Membracidae,Metcalfiella,monogramma
Hemiptera,Membracidae,Metcalfiella,vicina
Hemiptera,Membracidae,Metheisa,lucillodes
Hemiptera,Rhyparochromidae,Metochus,abbreviatus
Hemiptera,Rhyparochromidae,Metochus,uniguttatus
Hemiptera,Aphididae,Metopolophium,NA
Coleoptera,Tenebrionidae,Metoponium,NA
Hemiptera,Oxycarenidae,Metopoplax,ditomoides
Hemiptera,Oxycarenidae,Metopoplax,origani
Hemiptera,Oxycarenidae,Metopoplax,NA
Lepidoptera,Erebidae,Metria,bidens
Lepidoptera,Erebidae,Metria,euristea
Coleoptera,Chrysomelidae,Metrioidea,NA
